applied_effects,random_effects,similarity_indv
"{4: {'depth': 0.84}, 0: {'rate_hz': 27.81}, 5: {'wet_level': 0.37}, 2: {'drive_db': 22.32}, 3: {'gain_db': 37.1}}","{5: {'wet_level': 0.57}, 0: {'rate_hz': 65.31}, 4: {'depth': 0.22}, 3: {'gain_db': -39.29}}",0.3095888055045172
"{0: {'rate_hz': 30.77}, 4: {'depth': 0.99}}","{0: {'rate_hz': 17.24}, 4: {'depth': 0.85}, 1: {'delay_seconds': 4.75}}",0.5543834512489719
"{2: {'drive_db': 25.77}, 0: {'rate_hz': 46.0}, 4: {'depth': 0.16}, 1: {'delay_seconds': 7.86}, 5: {'wet_level': 0.36}}","{4: {'depth': 0.48}, 2: {'drive_db': 1.31}}",0.13397638450024946
"{2: {'drive_db': 8.3}, 1: {'delay_seconds': 0.19}}","{2: {'drive_db': 7.19}, 5: {'wet_level': 0.66}}",0.4866906474820144
"{1: {'delay_seconds': 2.69}, 0: {'rate_hz': 61.67}, 2: {'drive_db': 12.95}, 4: {'depth': 0.11}, 5: {'wet_level': 0.54}}","{4: {'depth': 0.22}, 2: {'drive_db': 27.26}, 5: {'wet_level': 0.7}}",0.43877467605439224
"{3: {'gain_db': -2.28}, 4: {'depth': 0.84}, 5: {'wet_level': 0.5}, 2: {'drive_db': 19.39}}","{3: {'gain_db': -42.22}, 5: {'wet_level': 0.37}, 0: {'rate_hz': 7.07}, 4: {'depth': 0.98}, 2: {'drive_db': 46.43}}",0.3851997222838083
"{2: {'drive_db': 2.8}, 0: {'rate_hz': 26.37}, 3: {'gain_db': -21.18}}","{3: {'gain_db': 1.64}, 1: {'delay_seconds': 1.29}}",0.22646810901938746
"{5: {'wet_level': 0.48}, 3: {'gain_db': 16.53}, 2: {'drive_db': 23.1}, 1: {'delay_seconds': 6.85}, 0: {'rate_hz': 20.44}}",{5: {'wet_level': 0.5}},0.1923076923076923
"{1: {'delay_seconds': 1.74}, 3: {'gain_db': -18.8}, 4: {'depth': 0.78}, 2: {'drive_db': 7.05}, 0: {'rate_hz': 83.85}}",{5: {'wet_level': 0.46}},0.0
"{2: {'drive_db': 46.19}, 1: {'delay_seconds': 9.67}, 0: {'rate_hz': 82.58}, 5: {'wet_level': 0.14}, 4: {'depth': 0.92}, 3: {'gain_db': 32.02}}","{2: {'drive_db': 0.19}, 5: {'wet_level': 0.86}, 1: {'delay_seconds': 8.06}, 3: {'gain_db': 40.04}}",0.317104800136584
{5: {'wet_level': 0.91}},"{1: {'delay_seconds': 4.34}, 0: {'rate_hz': 55.48}, 5: {'wet_level': 0.1}, 3: {'gain_db': -14.86}, 4: {'depth': 0.95}, 2: {'drive_db': 7.8}}",0.018315018315018305
{0: {'rate_hz': 83.63}},"{2: {'drive_db': 49.47}, 1: {'delay_seconds': 7.79}, 5: {'wet_level': 0.49}, 0: {'rate_hz': 4.53}, 3: {'gain_db': 42.26}}",0.010833432978596203
"{4: {'depth': 0.25}, 1: {'delay_seconds': 9.19}, 0: {'rate_hz': 24.47}, 3: {'gain_db': 24.61}, 5: {'wet_level': 0.73}, 2: {'drive_db': 2.12}}","{0: {'rate_hz': 38.28}, 5: {'wet_level': 0.65}, 1: {'delay_seconds': 5.07}, 3: {'gain_db': 21.54}}",0.5363515033951486
"{2: {'drive_db': 44.96}, 4: {'depth': 0.22}, 1: {'delay_seconds': 4.67}, 0: {'rate_hz': 53.09}, 5: {'wet_level': 0.86}}","{0: {'rate_hz': 54.1}, 1: {'delay_seconds': 3.15}, 4: {'depth': 0.38}, 2: {'drive_db': 34.35}}",0.6509363431257574
"{2: {'drive_db': 37.71}, 4: {'depth': 0.01}, 0: {'rate_hz': 59.16}, 1: {'delay_seconds': 1.57}, 3: {'gain_db': 30.75}}","{1: {'delay_seconds': 4.48}, 2: {'drive_db': 41.41}, 0: {'rate_hz': 33.26}, 4: {'depth': 0.25}, 3: {'gain_db': 12.3}, 5: {'wet_level': 0.47}}",0.6079973396057927
"{0: {'rate_hz': 16.51}, 4: {'depth': 0.81}}",{0: {'rate_hz': 18.43}},0.488501616960115
"{1: {'delay_seconds': 5.14}, 4: {'depth': 0.39}, 2: {'drive_db': 1.87}, 0: {'rate_hz': 90.71}}","{5: {'wet_level': 0.45}, 0: {'rate_hz': 78.42}, 1: {'delay_seconds': 0.29}, 3: {'gain_db': 22.84}, 4: {'depth': 0.7}, 2: {'drive_db': 11.73}}",0.367979160617807
"{2: {'drive_db': 44.86}, 4: {'depth': 0.23}, 3: {'gain_db': 27.73}, 5: {'wet_level': 0.49}, 0: {'rate_hz': 33.74}, 1: {'delay_seconds': 3.31}}","{4: {'depth': 0.13}, 0: {'rate_hz': 7.3}, 2: {'drive_db': 30.31}, 3: {'gain_db': -12.69}, 1: {'delay_seconds': 9.12}, 5: {'wet_level': 0.53}}",0.6133094093817202
"{0: {'rate_hz': 34.26}, 5: {'wet_level': 0.29}, 4: {'depth': 0.31}, 2: {'drive_db': 11.21}, 3: {'gain_db': 6.59}, 1: {'delay_seconds': 5.5}}","{3: {'gain_db': 48.05}, 2: {'drive_db': 15.28}, 4: {'depth': 0.66}, 1: {'delay_seconds': 7.14}, 5: {'wet_level': 0.08}, 0: {'rate_hz': 39.04}}",0.6647540423173185
"{1: {'delay_seconds': 8.99}, 4: {'depth': 0.53}, 2: {'drive_db': 16.54}, 5: {'wet_level': 0.75}}","{0: {'rate_hz': 99.54}, 5: {'wet_level': 0.65}, 2: {'drive_db': 28.2}, 3: {'gain_db': -40.52}}",0.37954771866905757
"{4: {'depth': 0.39}, 1: {'delay_seconds': 2.27}, 5: {'wet_level': 0.25}, 2: {'drive_db': 6.53}}",{5: {'wet_level': 0.31}},0.23
{3: {'gain_db': -11.15}},{0: {'rate_hz': 69.98}},0.0
"{3: {'gain_db': -17.48}, 2: {'drive_db': 40.75}, 5: {'wet_level': 0.23}, 1: {'delay_seconds': 1.27}, 0: {'rate_hz': 1.94}, 4: {'depth': 0.58}}","{4: {'depth': 0.33}, 0: {'rate_hz': 40.65}, 3: {'gain_db': 40.24}, 5: {'wet_level': 0.41}, 1: {'delay_seconds': 9.42}, 2: {'drive_db': 49.28}}",0.4903648063325196
"{2: {'drive_db': 31.9}, 5: {'wet_level': 0.21}, 1: {'delay_seconds': 2.95}, 4: {'depth': 0.84}, 0: {'rate_hz': 51.34}, 3: {'gain_db': 12.6}}","{4: {'depth': 0.22}, 3: {'gain_db': 11.1}, 2: {'drive_db': 42.92}, 5: {'wet_level': 0.16}}",0.4715329026446428
"{2: {'drive_db': 24.28}, 0: {'rate_hz': 50.99}, 3: {'gain_db': -2.61}, 1: {'delay_seconds': 1.25}, 4: {'depth': 0.46}}",{5: {'wet_level': 0.34}},0.0
"{5: {'wet_level': 0.1}, 3: {'gain_db': 18.29}, 1: {'delay_seconds': 0.91}, 4: {'depth': 0.21}}","{1: {'delay_seconds': 0.96}, 5: {'wet_level': 0.9}, 4: {'depth': 0.43}}",0.4567823870994695
{1: {'delay_seconds': 4.67}},"{2: {'drive_db': 35.51}, 3: {'gain_db': 7.75}, 0: {'rate_hz': 97.85}, 4: {'depth': 0.8}, 5: {'wet_level': 0.42}}",0.0
{3: {'gain_db': -12.66}},"{2: {'drive_db': 19.53}, 1: {'delay_seconds': 3.48}, 3: {'gain_db': -29.88}, 0: {'rate_hz': 15.84}, 4: {'depth': 0.9}}",0.14503670603255667
"{3: {'gain_db': 39.24}, 5: {'wet_level': 0.88}, 1: {'delay_seconds': 0.39}, 2: {'drive_db': 15.92}, 0: {'rate_hz': 85.13}, 4: {'depth': 0.43}}","{2: {'drive_db': 23.02}, 1: {'delay_seconds': 1.7}, 4: {'depth': 0.1}}",0.34606716018280176
{1: {'delay_seconds': 2.83}},"{3: {'gain_db': -33.7}, 5: {'wet_level': 0.69}, 1: {'delay_seconds': 6.75}, 2: {'drive_db': 4.38}, 4: {'depth': 0.22}, 0: {'rate_hz': 37.85}}",0.07554625755462575
"{4: {'depth': 0.77}, 1: {'delay_seconds': 1.78}, 3: {'gain_db': 8.84}, 2: {'drive_db': 43.48}, 0: {'rate_hz': 30.56}}","{4: {'depth': 0.42}, 0: {'rate_hz': 18.83}}",0.2753063468789275
"{0: {'rate_hz': 7.9}, 1: {'delay_seconds': 4.36}, 4: {'depth': 0.54}, 2: {'drive_db': 9.02}, 5: {'wet_level': 0.64}, 3: {'gain_db': 14.14}}","{3: {'gain_db': 15.91}, 4: {'depth': 0.87}}",0.22688216748085785
{4: {'depth': 0.42}},"{5: {'wet_level': 0.51}, 4: {'depth': 0.17}, 1: {'delay_seconds': 4.96}, 3: {'gain_db': -41.11}, 0: {'rate_hz': 10.57}, 2: {'drive_db': 0.04}}",0.09482758620689657
{0: {'rate_hz': 83.31}},"{2: {'drive_db': 48.2}, 3: {'gain_db': 43.81}, 4: {'depth': 0.79}, 1: {'delay_seconds': 5.37}, 5: {'wet_level': 0.31}}",0.0
"{4: {'depth': 0.09}, 5: {'wet_level': 0.97}, 0: {'rate_hz': 18.8}, 3: {'gain_db': 18.06}, 1: {'delay_seconds': 6.1}, 2: {'drive_db': 2.12}}","{0: {'rate_hz': 51.92}, 1: {'delay_seconds': 0.79}, 5: {'wet_level': 0.96}, 4: {'depth': 0.49}}",0.3786261175685569
"{3: {'gain_db': -8.93}, 1: {'delay_seconds': 9.68}}",{2: {'drive_db': 27.21}},0.0
"{1: {'delay_seconds': 6.31}, 2: {'drive_db': 1.04}}","{1: {'delay_seconds': 7.25}, 0: {'rate_hz': 63.24}, 4: {'depth': 0.19}}",0.28367670364500785
"{3: {'gain_db': -27.95}, 4: {'depth': 0.81}, 1: {'delay_seconds': 7.03}, 0: {'rate_hz': 35.93}, 5: {'wet_level': 0.38}}","{0: {'rate_hz': 66.87}, 3: {'gain_db': 20.26}, 1: {'delay_seconds': 5.69}, 4: {'depth': 0.2}, 5: {'wet_level': 0.86}, 2: {'drive_db': 37.31}}",0.36345427820973303
{4: {'depth': 0.98}},"{3: {'gain_db': -31.49}, 4: {'depth': 0.17}}",0.08673469387755106
"{1: {'delay_seconds': 1.39}, 5: {'wet_level': 0.61}, 0: {'rate_hz': 72.48}, 3: {'gain_db': 34.53}, 2: {'drive_db': 34.85}, 4: {'depth': 0.04}}","{4: {'depth': 0.53}, 0: {'rate_hz': 68.0}}",0.23796219646799113
{2: {'drive_db': 10.86}},{1: {'delay_seconds': 2.09}},0.0
"{2: {'drive_db': 39.22}, 3: {'gain_db': -43.2}}","{1: {'delay_seconds': 5.87}, 0: {'rate_hz': 25.87}, 3: {'gain_db': 3.09}, 5: {'wet_level': 0.72}, 2: {'drive_db': 29.74}, 4: {'depth': 0.85}}",0.21026879478879637
{1: {'delay_seconds': 7.77}},{4: {'depth': 0.04}},0.0
"{4: {'depth': 0.1}, 5: {'wet_level': 0.9}, 2: {'drive_db': 47.42}, 0: {'rate_hz': 22.0}, 1: {'delay_seconds': 9.34}, 3: {'gain_db': -33.41}}","{5: {'wet_level': 0.92}, 1: {'delay_seconds': 3.18}, 0: {'rate_hz': 26.44}, 4: {'depth': 0.34}, 2: {'drive_db': 11.0}, 3: {'gain_db': -12.04}}",0.6617374112133376
"{1: {'delay_seconds': 6.6}, 0: {'rate_hz': 22.46}, 5: {'wet_level': 0.59}, 4: {'depth': 0.09}}","{2: {'drive_db': 2.82}, 1: {'delay_seconds': 3.04}, 3: {'gain_db': -35.61}, 5: {'wet_level': 0.78}, 4: {'depth': 0.4}, 0: {'rate_hz': 96.76}}",0.30661628447702766
"{3: {'gain_db': 41.47}, 0: {'rate_hz': 61.29}, 1: {'delay_seconds': 9.37}}",{1: {'delay_seconds': 1.9}},0.06759160441124157
{3: {'gain_db': 27.13}},"{1: {'delay_seconds': 6.17}, 3: {'gain_db': -49.37}, 5: {'wet_level': 0.92}, 2: {'drive_db': 34.49}, 4: {'depth': 0.24}, 0: {'rate_hz': 31.09}}",0.0013613380007779043
"{2: {'drive_db': 7.26}, 1: {'delay_seconds': 3.21}, 3: {'gain_db': 14.27}, 0: {'rate_hz': 0.98}}",{2: {'drive_db': 21.94}},0.16413196069255964
"{4: {'depth': 0.38}, 1: {'delay_seconds': 3.13}, 3: {'gain_db': 4.37}}","{1: {'delay_seconds': 9.03}, 4: {'depth': 0.59}, 2: {'drive_db': 46.99}, 5: {'wet_level': 0.05}, 0: {'rate_hz': 43.43}}",0.1604967835845425
"{3: {'gain_db': -11.92}, 5: {'wet_level': 0.2}, 2: {'drive_db': 8.37}, 4: {'depth': 0.4}}","{3: {'gain_db': -25.32}, 1: {'delay_seconds': 8.37}, 0: {'rate_hz': 49.72}}",0.19589793281653747
"{3: {'gain_db': -31.95}, 1: {'delay_seconds': 0.09}, 5: {'wet_level': 0.52}, 0: {'rate_hz': 3.09}, 2: {'drive_db': 21.26}, 4: {'depth': 0.95}}","{5: {'wet_level': 0.93}, 4: {'depth': 0.84}, 0: {'rate_hz': 33.14}, 2: {'drive_db': 40.74}, 1: {'delay_seconds': 5.33}, 3: {'gain_db': 29.9}}",0.47072986203642153
"{3: {'gain_db': 3.39}, 1: {'delay_seconds': 3.43}, 2: {'drive_db': 24.6}, 4: {'depth': 0.16}, 5: {'wet_level': 0.4}}","{5: {'wet_level': 0.76}, 1: {'delay_seconds': 9.55}, 0: {'rate_hz': 21.71}}",0.0936986301369863
{0: {'rate_hz': 36.68}},"{4: {'depth': 0.05}, 2: {'drive_db': 24.4}}",0.0
"{0: {'rate_hz': 83.84}, 2: {'drive_db': 39.52}, 1: {'delay_seconds': 0.83}, 3: {'gain_db': -35.07}, 5: {'wet_level': 0.01}, 4: {'depth': 0.92}}","{0: {'rate_hz': 46.59}, 3: {'gain_db': -24.21}, 4: {'depth': 0.86}, 1: {'delay_seconds': 1.92}}",0.54065975052466
"{3: {'gain_db': -5.33}, 1: {'delay_seconds': 8.59}}","{0: {'rate_hz': 54.35}, 3: {'gain_db': -44.72}, 5: {'wet_level': 0.61}}",0.09602988131815167
{4: {'depth': 0.07}},"{3: {'gain_db': -34.35}, 1: {'delay_seconds': 0.82}, 5: {'wet_level': 0.18}, 2: {'drive_db': 12.39}, 4: {'depth': 0.93}}",0.01505376344086018
{5: {'wet_level': 0.93}},{1: {'delay_seconds': 6.79}},0.0
"{1: {'delay_seconds': 6.92}, 3: {'gain_db': -18.84}, 0: {'rate_hz': 66.89}, 5: {'wet_level': 0.61}, 4: {'depth': 0.45}}","{5: {'wet_level': 0.06}, 4: {'depth': 0.78}, 1: {'delay_seconds': 3.34}, 0: {'rate_hz': 78.98}}",0.36005502187401195
"{5: {'wet_level': 0.56}, 1: {'delay_seconds': 4.73}, 2: {'drive_db': 37.41}, 4: {'depth': 0.6}, 3: {'gain_db': -2.02}}","{1: {'delay_seconds': 9.66}, 0: {'rate_hz': 45.27}, 2: {'drive_db': 46.36}, 4: {'depth': 0.75}, 5: {'wet_level': 0.94}}",0.3793407711533795
"{0: {'rate_hz': 49.13}, 4: {'depth': 0.26}}","{1: {'delay_seconds': 3.33}, 5: {'wet_level': 0.18}, 0: {'rate_hz': 58.33}, 4: {'depth': 0.85}, 3: {'gain_db': 49.95}}",0.20436990952029288
"{4: {'depth': 0.2}, 1: {'delay_seconds': 1.38}, 5: {'wet_level': 0.62}, 0: {'rate_hz': 59.13}, 2: {'drive_db': 7.45}, 3: {'gain_db': 24.59}}","{3: {'gain_db': 22.48}, 1: {'delay_seconds': 7.42}, 0: {'rate_hz': 35.66}}",0.3123489889774697
"{4: {'depth': 0.23}, 1: {'delay_seconds': 6.14}}","{2: {'drive_db': 17.02}, 5: {'wet_level': 0.29}, 0: {'rate_hz': 2.38}, 3: {'gain_db': -26.13}}",0.0
"{1: {'delay_seconds': 3.22}, 0: {'rate_hz': 66.34}, 4: {'depth': 0.93}, 2: {'drive_db': 39.23}, 3: {'gain_db': -19.82}}","{1: {'delay_seconds': 1.26}, 5: {'wet_level': 0.81}, 2: {'drive_db': 34.95}, 4: {'depth': 0.05}, 0: {'rate_hz': 87.96}}",0.46593616438363733
{5: {'wet_level': 0.9}},"{5: {'wet_level': 0.66}, 0: {'rate_hz': 73.28}, 3: {'gain_db': -16.04}, 1: {'delay_seconds': 4.16}, 4: {'depth': 0.64}}",0.1466666666666667
"{5: {'wet_level': 0.42}, 1: {'delay_seconds': 8.47}}","{4: {'depth': 0.57}, 0: {'rate_hz': 88.07}}",0.0
"{0: {'rate_hz': 29.43}, 5: {'wet_level': 0.1}, 3: {'gain_db': 4.42}, 2: {'drive_db': 21.88}, 4: {'depth': 0.84}}","{1: {'delay_seconds': 4.38}, 5: {'wet_level': 0.29}, 3: {'gain_db': -6.89}, 0: {'rate_hz': 75.92}}",0.384456473338997
{1: {'delay_seconds': 4.33}},"{3: {'gain_db': -8.31}, 1: {'delay_seconds': 3.58}, 5: {'wet_level': 0.53}, 4: {'depth': 0.33}, 2: {'drive_db': 20.17}, 0: {'rate_hz': 53.62}}",0.14462081128747795
"{3: {'gain_db': 39.28}, 4: {'depth': 0.64}}","{4: {'depth': 0.41}, 3: {'gain_db': 29.12}, 5: {'wet_level': 0.36}}",0.5089419056152926
"{1: {'delay_seconds': 6.24}, 3: {'gain_db': 46.36}, 4: {'depth': 0.25}, 0: {'rate_hz': 44.54}, 2: {'drive_db': 29.97}, 5: {'wet_level': 0.42}}","{4: {'depth': 0.87}, 0: {'rate_hz': 9.2}}",0.08935288696558077
"{1: {'delay_seconds': 2.18}, 4: {'depth': 0.32}, 2: {'drive_db': 47.99}}","{2: {'drive_db': 11.34}, 3: {'gain_db': -49.01}, 4: {'depth': 0.52}, 5: {'wet_level': 0.38}}",0.2355453954868048
"{0: {'rate_hz': 20.79}, 3: {'gain_db': 27.83}, 5: {'wet_level': 0.81}, 1: {'delay_seconds': 0.99}, 2: {'drive_db': 42.55}}","{3: {'gain_db': 44.4}, 4: {'depth': 0.17}, 5: {'wet_level': 0.26}, 2: {'drive_db': 4.88}}",0.24455526918114462
"{5: {'wet_level': 0.11}, 1: {'delay_seconds': 3.74}, 2: {'drive_db': 45.49}, 4: {'depth': 0.99}, 3: {'gain_db': 28.87}}",{5: {'wet_level': 0.76}},0.05393258426966292
"{1: {'delay_seconds': 2.61}, 2: {'drive_db': 19.78}}",{2: {'drive_db': 45.55}},0.07362673726009272
{0: {'rate_hz': 62.22}},"{0: {'rate_hz': 92.05}, 1: {'delay_seconds': 1.84}}",0.26028608164577305
{4: {'depth': 0.92}},{1: {'delay_seconds': 3.84}},0.0
"{3: {'gain_db': -10.34}, 0: {'rate_hz': 53.17}, 4: {'depth': 0.02}, 2: {'drive_db': 43.98}}","{0: {'rate_hz': 76.88}, 3: {'gain_db': -47.59}}",0.23418418598289714
{2: {'drive_db': 18.25}},"{5: {'wet_level': 0.25}, 3: {'gain_db': -23.41}, 2: {'drive_db': 49.28}, 0: {'rate_hz': 64.77}, 4: {'depth': 0.8}}",0.004535433070866124
"{2: {'drive_db': 40.77}, 4: {'depth': 0.88}}",{1: {'delay_seconds': 6.93}},0.0
"{1: {'delay_seconds': 4.2}, 4: {'depth': 0.9}, 3: {'gain_db': 16.85}, 5: {'wet_level': 0.37}}","{0: {'rate_hz': 78.19}, 4: {'depth': 0.64}, 3: {'gain_db': 24.88}, 2: {'drive_db': 39.9}}",0.39774786005152496
"{0: {'rate_hz': 80.88}, 4: {'depth': 0.45}, 1: {'delay_seconds': 0.09}, 3: {'gain_db': 34.62}, 2: {'drive_db': 17.1}}",{4: {'depth': 0.48}},0.18909090909090912
"{0: {'rate_hz': 44.63}, 3: {'gain_db': 13.18}, 1: {'delay_seconds': 5.4}, 2: {'drive_db': 34.15}, 5: {'wet_level': 0.41}}","{3: {'gain_db': 23.46}, 5: {'wet_level': 0.42}}",0.36406822583847065
"{2: {'drive_db': 24.69}, 5: {'wet_level': 0.33}, 0: {'rate_hz': 8.4}, 4: {'depth': 0.76}}","{5: {'wet_level': 0.45}, 1: {'delay_seconds': 9.51}, 0: {'rate_hz': 73.51}, 2: {'drive_db': 27.98}, 4: {'depth': 0.36}}",0.4907567451349776
{4: {'depth': 0.19}},"{3: {'gain_db': -26.73}, 5: {'wet_level': 0.78}, 2: {'drive_db': 19.3}}",0.0
{1: {'delay_seconds': 2.96}},"{4: {'depth': 0.25}, 2: {'drive_db': 0.29}, 5: {'wet_level': 0.66}, 0: {'rate_hz': 57.63}, 3: {'gain_db': -41.3}, 1: {'delay_seconds': 6.26}}",0.08854166666666666
{0: {'rate_hz': 47.95}},"{3: {'gain_db': -41.82}, 4: {'depth': 0.21}, 2: {'drive_db': 33.4}, 0: {'rate_hz': 5.26}, 1: {'delay_seconds': 2.25}}",0.03596541786743512
"{4: {'depth': 0.55}, 2: {'drive_db': 28.42}, 1: {'delay_seconds': 7.87}, 3: {'gain_db': -41.99}, 0: {'rate_hz': 77.18}, 5: {'wet_level': 0.75}}","{5: {'wet_level': 0.68}, 3: {'gain_db': -21.65}, 1: {'delay_seconds': 4.22}, 4: {'depth': 0.33}}",0.4702948575351257
"{5: {'wet_level': 0.21}, 1: {'delay_seconds': 5.34}, 3: {'gain_db': 32.04}, 2: {'drive_db': 38.38}, 0: {'rate_hz': 96.54}, 4: {'depth': 0.69}}","{5: {'wet_level': 0.76}, 3: {'gain_db': 37.33}, 4: {'depth': 0.48}, 2: {'drive_db': 28.52}}",0.44634404388889465
{1: {'delay_seconds': 7.32}},"{1: {'delay_seconds': 3.26}, 0: {'rate_hz': 88.41}, 3: {'gain_db': -6.91}, 4: {'depth': 0.57}}",0.11133879781420764
{1: {'delay_seconds': 4.26}},"{2: {'drive_db': 13.37}, 4: {'depth': 0.3}, 0: {'rate_hz': 76.16}, 1: {'delay_seconds': 0.3}}",0.07752613240418119
"{0: {'rate_hz': 30.06}, 4: {'depth': 0.86}, 3: {'gain_db': 8.91}, 2: {'drive_db': 1.57}, 1: {'delay_seconds': 1.52}}","{3: {'gain_db': 8.16}, 5: {'wet_level': 0.35}, 4: {'depth': 0.27}, 0: {'rate_hz': 72.12}}",0.33996991965419643
"{4: {'depth': 0.51}, 5: {'wet_level': 0.22}, 2: {'drive_db': 3.84}, 3: {'gain_db': 35.79}, 1: {'delay_seconds': 6.25}, 0: {'rate_hz': 2.75}}","{3: {'gain_db': 12.34}, 5: {'wet_level': 0.01}, 4: {'depth': 0.57}, 1: {'delay_seconds': 4.93}, 2: {'drive_db': 7.15}, 0: {'rate_hz': 26.41}}",0.8022637827427394
"{0: {'rate_hz': 66.81}, 4: {'depth': 0.79}, 2: {'drive_db': 29.14}, 1: {'delay_seconds': 1.7}}",{1: {'delay_seconds': 2.51}},0.2256024096385542
"{1: {'delay_seconds': 7.71}, 3: {'gain_db': -41.42}, 5: {'wet_level': 0.17}}","{2: {'drive_db': 1.66}, 5: {'wet_level': 0.97}}",0.012048192771084338
"{2: {'drive_db': 33.58}, 3: {'gain_db': -6.54}, 1: {'delay_seconds': 1.5}, 0: {'rate_hz': 76.81}}","{2: {'drive_db': 25.1}, 5: {'wet_level': 0.9}, 3: {'gain_db': 22.55}, 0: {'rate_hz': 7.18}, 1: {'delay_seconds': 8.42}, 4: {'depth': 0.34}}",0.2520542482338901
{3: {'gain_db': 42.6}},"{0: {'rate_hz': 24.37}, 2: {'drive_db': 10.38}, 3: {'gain_db': 29.97}, 4: {'depth': 0.72}, 5: {'wet_level': 0.42}, 1: {'delay_seconds': 6.54}}",0.1439344852411807
"{5: {'wet_level': 0.22}, 4: {'depth': 0.93}, 3: {'gain_db': -24.16}, 1: {'delay_seconds': 9.28}}","{2: {'drive_db': 35.63}, 3: {'gain_db': 29.17}, 4: {'depth': 0.06}, 1: {'delay_seconds': 3.12}, 5: {'wet_level': 0.64}, 0: {'rate_hz': 36.11}}",0.19052344454557807
"{2: {'drive_db': 4.56}, 0: {'rate_hz': 91.77}, 5: {'wet_level': 0.2}, 3: {'gain_db': 15.79}, 4: {'depth': 0.66}}","{3: {'gain_db': -49.77}, 1: {'delay_seconds': 6.39}, 0: {'rate_hz': 76.27}}",0.1669190919764567
"{0: {'rate_hz': 25.64}, 3: {'gain_db': -11.96}, 5: {'wet_level': 0.82}, 2: {'drive_db': 4.47}}","{1: {'delay_seconds': 3.4}, 0: {'rate_hz': 93.12}, 4: {'depth': 0.1}, 3: {'gain_db': 23.43}}",0.1303369775429913
{3: {'gain_db': 7.03}},"{4: {'depth': 0.77}, 1: {'delay_seconds': 1.78}, 2: {'drive_db': 4.8}, 0: {'rate_hz': 35.19}}",0.0
"{2: {'drive_db': 13.61}, 3: {'gain_db': 30.12}, 0: {'rate_hz': 49.64}, 1: {'delay_seconds': 7.69}}","{2: {'drive_db': 45.66}, 0: {'rate_hz': 4.64}, 5: {'wet_level': 0.45}}",0.05642430286493447
"{2: {'drive_db': 20.67}, 0: {'rate_hz': 0.51}, 4: {'depth': 0.75}, 1: {'delay_seconds': 2.31}}","{0: {'rate_hz': 53.21}, 4: {'depth': 0.87}, 5: {'wet_level': 0.64}, 2: {'drive_db': 45.3}, 3: {'gain_db': -48.77}}",0.2941088009811512
"{3: {'gain_db': -45.42}, 5: {'wet_level': 0.62}, 4: {'depth': 0.83}, 1: {'delay_seconds': 4.1}}","{4: {'depth': 0.28}, 3: {'gain_db': -18.88}}",0.2648026606530923
"{3: {'gain_db': 23.99}, 5: {'wet_level': 0.49}, 2: {'drive_db': 8.9}, 4: {'depth': 0.48}, 0: {'rate_hz': 48.06}}","{0: {'rate_hz': 86.89}, 2: {'drive_db': 23.92}, 5: {'wet_level': 0.73}}",0.28327365321559006
"{4: {'depth': 0.33}, 2: {'drive_db': 21.61}, 5: {'wet_level': 0.94}, 0: {'rate_hz': 87.67}, 3: {'gain_db': -21.39}, 1: {'delay_seconds': 9.42}}","{4: {'depth': 0.64}, 5: {'wet_level': 0.7}, 0: {'rate_hz': 24.33}, 3: {'gain_db': 3.82}, 1: {'delay_seconds': 9.4}, 2: {'drive_db': 35.83}}",0.6172296374024889
{5: {'wet_level': 0.59}},"{2: {'drive_db': 15.67}, 3: {'gain_db': 43.82}}",0.0
"{1: {'delay_seconds': 6.09}, 5: {'wet_level': 0.8}}","{3: {'gain_db': -20.69}, 2: {'drive_db': 24.65}, 0: {'rate_hz': 30.34}}",0.0
"{3: {'gain_db': -14.31}, 5: {'wet_level': 0.85}, 0: {'rate_hz': 50.19}}","{0: {'rate_hz': 68.48}, 3: {'gain_db': -49.38}, 4: {'depth': 0.49}, 2: {'drive_db': 2.12}}",0.272564364263567
"{3: {'gain_db': -22.92}, 2: {'drive_db': 21.66}}","{1: {'delay_seconds': 5.59}, 0: {'rate_hz': 82.05}}",0.0
"{1: {'delay_seconds': 2.41}, 0: {'rate_hz': 66.08}}","{1: {'delay_seconds': 5.16}, 4: {'depth': 0.91}, 3: {'gain_db': -21.68}, 2: {'drive_db': 44.31}, 0: {'rate_hz': 25.27}, 5: {'wet_level': 0.99}}",0.17001606894292964
{3: {'gain_db': -43.88}},"{2: {'drive_db': 7.17}, 3: {'gain_db': 0.28}, 1: {'delay_seconds': 9.62}}",0.1765374236614117
"{5: {'wet_level': 0.75}, 1: {'delay_seconds': 4.87}, 4: {'depth': 0.1}, 2: {'drive_db': 41.32}}",{4: {'depth': 0.59}},0.1138888888888889
"{4: {'depth': 0.93}, 1: {'delay_seconds': 1.1}, 3: {'gain_db': -27.31}, 0: {'rate_hz': 68.82}, 2: {'drive_db': 20.27}}","{2: {'drive_db': 14.36}, 5: {'wet_level': 0.67}, 4: {'depth': 0.91}}",0.35594110434773174
